dc:identifier,dc:title,dc:creator,prism:publicationName,prism:coverDate,prism:doi,citedby-count,affiliation,subtypeDescription,abstract
85189242944,The Data Product-service Composition Frontier: A Hybrid Learning Approach,Quattrocchi G.,ACM Transactions on Management Information Systems,2024-03-23,10.1145/3649319,0,Politecnico di Milano,Article,"© 2024 Copyright held by the owner/author(s). Publication rights licensed to ACM.The service dominant logic is a base concept behind modern economies and software products, with service composition being a well-known practice for companies to gain a competitive edge over others by joining differentiated services together, typically assembled according to a number of features. At the other end of the spectrum, product compositions are a marketing device to sell products together in bundles that often augment the value for the customer, e.g., with suggested product interactions, sharing, and so on. Unfortunately, currently each of these two streams - namely, product and service composition - are carried out and delivered individually in splendid isolation: anything is being offered as a product and as a service, disjointly. We argue that the next wave of services computing features more and more service fusion with physical counterparts as well as data around them. Therefore a need emerges to investigate the interactive engagement of both (data) products and services. This manuscript offers a real-life implementation in support of this argument, using (1) genetic algorithms (GA) to shape product-service clusters, (2) end-user feedback to make the GAs interactive with a data-driven fashion, and (3) a hybridized approach which factors into our solution an ensemble machine-learning method considering additional features. All this research was conducted in an industrial environment. With such a cross-fertilized, data-driven, and multi-disciplinary approach, practitioners from both fields may benefit from their mutual state of the art as well as learn new strategies for product, service, and data product-service placement for increased value to the customer as well as the service provider. Results show promise but also highlight plenty of avenues for further research."
85178468280,"Mapping research in marketing: trends, influential papers and agenda for future research",Ramos R.,Spanish Journal of Marketing - ESIC,2024-03-07,10.1108/SJME-10-2022-0221,0,Iscte – Instituto Universitário de Lisboa,Article,"© 2023, Ricardo Ramos, Paulo Rita and Celeste Vong.Purpose: This study aims to map the conceptual structure and evolution of the recent scientific literature published in marketing journals to identify the areas of interest and potential future research directions. Design/methodology/approach: The 100 most influential marketing academic papers published between 2018 and 2022 were identified and scrutinized through a bibliometric analysis. Findings: The findings further upheld the critical role of emerging technologies such as Blockchain in marketing and identified artificial intelligence and live streaming as emerging trends, reinforcing the importance of data-driven marketing in the discipline. Research limitations/implications: The data collection included only the 100 most cited documents between 2018 and 2022, and data were limited only to Scopus database and restrained to the Scopus-indexed marketing journals. Moreover, documents were selected based on the number of citations. Nevertheless, the data set may still provide significant insight into the marketing field. Practical implications: Influential authors, papers and journals identified in this study will facilitate future literature searches and scientific dissemination in the field. This study makes an essential contribution to the marketing literature by identifying hot topics and suggesting future research themes. Also, the important role of emerging technologies and the shift of marketing toward a more data-driven approach will have significant practical implications for marketers. Originality/value: To the best of the authors’ knowledge, this is the first comprehensive study offering a general overview of the leading trends and researchers in marketing state-of-the-art research."
85152266844,Growth hacking and international dynamic marketing capabilities: a conceptual framework and research propositions,Bargoni A.,International Marketing Review,2024-03-05,10.1108/IMR-07-2022-0156,6,Università degli Studi di Torino,Article,"© 2023, Emerald Publishing Limited.Purpose: Few studies have conceptualized how companies can build and nurture international dynamic marketing capabilities (IDMCs) by implementing growth hacking strategies. This paper conceptualizes growth hacking, a managerial-born process to embed a data-driven mind-set in marketing decision-making that combines big-data analysis and continuous learning, allowing companies to adapt their dynamic capabilities to the ever-shifting international competitive arenas. Design/methodology/approach: Given the scarcity of studies on growth hacking, this paper conceptualizes this managerial-born concept through the double theoretical lenses of IDMCs and information technology (IT) literature. Findings: The authors put forward research propositions concerning the four phases of growth hacking and the related capabilities and routines developed by companies to deal with international markets. Additional novel propositions are also developed based on the three critical dimensions of growth hacking: big data analytics, digital marketing and coding and automation. Research limitations/implications: Lack of prior conceptualization as well as the scant literature makes this study liable to some limitations. However, the propositions developed should encourage researchers to develop both empirical and theoretical studies on this managerial-born concept. Practical implications: This study develops a detailed compendium for managers who want to implement growth hacking within their companies but have failed to identify the necessary capabilities and resources. Originality/value: The study presents a theoretical approach and develops a set of propositions on a novel phenomenon, observed mainly in managerial practice. Hence, this study could stimulate researchers to deepen the phenomenon and empirically validate the propositions."
85189170373,Fog Computing-Based Smart Consumer Recommender Systems,Hornik J.,Journal of Theoretical and Applied Electronic Commerce Research,2024-03-01,10.3390/jtaer19010032,0,Tel Aviv University,Article,"© 2024 by the authors.The latest effort in delivering computing resources as a service to managers and consumers represents a shift away from computing as a product that is purchased, to computing as a service that is delivered to users over the internet from large-scale data centers. However, with the advent of the cloud-based IoT and artificial intelligence (AI), which are advancing customer experience automations in many application areas, such as recommender systems (RS), a need has arisen for various modifications to support the IoT devices that are at the center of the automation world, including recent language models like ChatGPT and Bard and technologies like nanotechnology. This paper introduces the marketing community to a recent computing development: IoT-driven fog computing (FC). Although numerous research studies have been published on FC “smart” applications, none hitherto have been conducted on fog-based smart marketing domains such as recommender systems. FC is considered a novel computational system, which can mitigate latency and improve bandwidth utilization for autonomous consumer behavior applications requiring real-time data-driven decision making. This paper provides a conceptual framework for studying the effects of fog computing on consumer behavior, with the goal of stimulating future research by using, as an example, the intersection of FC and RS. Indeed, our conceptualization of the “fog-based recommender systems” opens many novel and challenging avenues for academic research, some of which are highlighted in the later part of this paper."
85188924408,Leveraging Business Intelligence Systems for Enhanced Corporate Competitiveness: Strategy and Evolution,Jiménez-Partearroyo M.,Systems,2024-03-01,10.3390/systems12030094,0,Universidad Rey Juan Carlos,Article,"© 2024 by the authors.This study contextualizes the transformative role of Business Intelligence (BI) over the past two decades, emphasizing its impact on business strategy and competitive advantage. Employing a dual-method approach, it integrates a bibliometric analysis using SciMAT with a qualitative examination of six key articles from the Web of Science (WoS), analyzed through the Gioia methodology, focusing on BI and competitiveness. The aim is to examine the metamorphosis of Business Intelligence (BI) and how it has evolved from a traditionally supporting role to a central strategic player in shaping corporate strategy and business competitive advantage over the past two decades. It discusses the overall transformation of BI and provides an in-depth examination of the specific ways in which Business Intelligence tools have redefined the landscape in contemporary business practices. Key findings reveal BI’s pivotal role in enhancing knowledge management, innovation, and marketing capabilities. Challenges in BI implementation, such as the necessity for skilled personnel and adaptability to swift technological shifts, are also highlighted. Results advocate for a dynamic BI approach, adaptable to market trends and technological evolutions. The research demonstrates that BI tools, especially when integrated with technologies like AI, IoT, and machine learning, significantly enhances decision making and efficiency in socio–technical and management systems, leading to a paradigm shift in handling complex systems and adapting to changing environments."
85188677140,Toward a decision-making system based on artificial intelligence for precision marketing: A case study of Morocco,El Koufi N.,"Journal of Open Innovation: Technology, Market, and Complexity",2024-03-01,10.1016/j.joitmc.2024.100250,0,Laboratoire de Technologie de l'Information et Modélisation,Article,"© 2024 The AuthorsThe insurance sector plays a crucial role in fostering sustainable economic development within a country. As the customer base grows, insurance companies must prioritize transitioning to data-driven strategies to cut costs and make more informed marketing choices in today's digital era. This study proposes a new decision-making framework for precision marketing, based on a real case study from a Moroccan insurance company that aims to solve a practical problem. The proposed decision-making system consists of four components, with each component involving important steps. Firstly, data preparation was performed, consisting of four critical stages: data acquisition, data cleaning and filtering, feature selection, and oversampling. Secondly, top 20% and top 50% consumers are taken as examples to present their customer persona in detail. Based on the processed data, we analysed consumer consumption behaviors using four ML algorithms and made a performance comparison of the four algorithms. Additionally, we conducted feature selection methods to identify the most relevant features and evaluate the system's performance. The aim of the proposed precision decision-making system is to assist managers in discerning the distinctive characteristics of potential customers and proposing tailored precision marketing strategies. This approach is expected to substantially reduce advertising expenses and enhance overall marketing efficiency. A case study using real-world data from a Moroccan insurance company was conducted to demonstrate the practical implementation of the proposed framework. The results of the study indicate that the proposed system yielded favourable outcomes."
85188329315,Unlocking SEO testing insights: Leveraging quasi-experimental designs for effective experiments,Fernandes A.,Applied Marketing Analytics,2024-03-01,,0,,Article,
85186543148,A data-driven approach to improve online consumer subscriptions by combining data visualization and machine learning methods,Fernandes E.,International Journal of Consumer Studies,2024-03-01,10.1111/ijcs.13030,1,Iscte – Instituto Universitário de Lisboa,Article,"© 2024 The Authors. International Journal of Consumer Studies published by John Wiley & Sons Ltd.Effective online consumer research helps companies on defining a successful strategy to increase user loyalty and shape brand engagement. Digital innovation introduced a dramatic change in businesses, particularly in the online news industry. Content consumers have a wide offer across different channels which increase the digital challenge for online news media companies to retain their readers and convert them into online subscribers. Furthermore, digital news publishers often strive to balance revenue sources in online business models. Thus, this study fills a gap in the literature on media consumer research by proposing a data-driven approach that combines two machine learning (ML) models to allow managers dynamically improve their marketing and editorial strategies. Firstly, the authors present an online user profiling to identify consumer segments based on the interplay between several engagement’ variables substantiated in the literature research. Second, as few studies have explored the factors influencing users' intention to pay for such services, the eXtreme Gradient Boosting ML algorithm identifies the predictors of consumer's willingness to pay. Third, a dashboard presents the key performance indicators across the audience funnel. Thus, practical implications and business suggestions are presented in a two-fold strategy to maximize revenue from digital subscriptions and advertising. Findings provide new insights into an engagement approach and the relation to acquire a digital subscription in online content platforms. We believe that the provided recommendations are potentially useful to help marketing and editorial teams to manage their customer engagement process across the funnel in a more efficient way."
85185000332,Intelligent attribution modeling for enhanced digital marketing performance,Ben Mrad A.,Intelligent Systems with Applications,2024-03-01,10.1016/j.iswa.2024.200337,0,Institut Supérieur d'Administration des Affaires,Article,"© 2024 The AuthorsAnalyzing the effectiveness of digital marketing campaigns can be challenging due to the large number of customer interactions across various online channels. Attribution modeling is a widely used method for evaluating the performance of different channels and adjusting budgets accordingly. However, current models lack the level of sophistication that marketers need to trust the results. In this study, in partnership with MASS Analytics, we use real-world data from a B2C e-commerce store in the Middle East and North Africa region, including data on 348,078 customer journeys over 6 months and 2,683 journeys over 2 months. We develop data-driven Bayesian network attribution models that (1) properly address the natural imbalance in the datasets; (2) can be used to predict the conversion probabilities in real-time within an acceptable accuracy level of 0.9537; and (3) measure the channel attributions using a novel negative observation propagation technique within the Bayesian network model. Empirical results using a real-world dataset of an e-commerce website are quite promising. Furthermore, our principal contributions consist of the following: As a categorization and prediction tool, we present a Bayesian network model that gives marketers the power to identify the most effective channels for future consumer engagement and conversions. We use a novel method for channel attribution in the Bayesian network model that makes use of negative observation propagation. We also provide a new algorithm that aims to maximize attribution results and give marketers more insightful data to assess and refine their tactics."
85181735917,Growth hacking: A critical review to clarify its meaning and guide its practical application,Bargoni A.,Technological Forecasting and Social Change,2024-03-01,10.1016/j.techfore.2023.123111,1,Università degli Studi di Torino,Article,"© 2023 The AuthorsThere is an increasing recognition among academics and practitioners that growth hacking provides a means to bridge the gap between strategy definition and strategy implementation. Significant tensions tend to arise across this gap. However, the data-driven experimentation, and the organizational capabilities developed within the firm, increase the ability of the company to foster technological forecasting and business model innovation. It is argued within this paper, that growth hacking actually mitigates these tensions. This paper is a critical review complemented with insights from practitioners and an illustrative case, the purpose of which is to: a) shed light on what growth hacking is; b) give practical tips on how to implement growth hacking. In achieving the first goal, the paper unravels the following myths. First, growth hacking is not a framework for platforms and high-tech companies only. Second, it is not only a marketing strategy and third, that growth hacking is a predefined process. These issues are traced back to two flawed assumptions underlying growth hacking; namely that (a) it is a framework designed for start-ups only and (b) that a “one size fits all” approach to growth hacking is appropriate. By unravelling those issues and combining these observations we shall provide ground for a fundamentally different approach to growth hacking, designed for business model scalability, enabled for adaptability in a changing business environment and focused throughout on the effective management of a firm's resources and capabilities. These insights shall guide scholars towards a better understanding of the phenomenon and of the two waves that characterize its evolution, providing also promising future research avenues. Moreover, the implications drawn from the discussion shall help managers in guiding their journey from strategy definition to strategy implementation."
85179497219,"Understanding the relationship between marketing analytics, customer agility, and customer satisfaction: A longitudinal perspective.",Agag G.,Journal of Retailing and Consumer Services,2024-03-01,10.1016/j.jretconser.2023.103663,7,University of Sadat City,Article,"© 2023 The AuthorsShifting towards a more data-driven culture is a key antecedent of business success in today's digital era. Previous research has paid attention to exploring the influence of marketing analytics on business performance, and rarely examined how the use of marketing analytics influences customer agility and satisfaction. According to the dynamic capabilities view and using previous studies, we developed a conceptual framework to explore the effect of marketing analytics use on customer agility and customer satisfaction. In Study 1, we utilised cross-sectional data collected from 468 managers from various industries. In study 2, we employed longitudinal data in a three-wave longitudinal utilising a cross-lagged panel model. Study 1 indicated that data acquisition and tool acquisition are key drivers in adopting marketing analytics. Marketing analytics use has stronger effect on customer agility when market turbulence is high. They also revealed that the influence of customer agility on customer satisfaction in such conditions is stronger. Study 2 revealed that marketing analytics use at time point T1 has a significant and positive influence on customer agility at time point T2, while customer agility at time point T2 has a significant and positive influence on customer satisfaction at time point T3. These findings indicate strong temporal effects between marketing analytics use, customer agility, and customer satisfaction. The findings suggest that researchers should look beyond direct effects of marketing analytics use and shift their attention on how a marketing analytics can be leveraged to enable and support dynamic capabilities and customer satisfaction."
85162732289,Meta-Analysis: Quality of Life and Marketing Systems,Krasnikov A.,Journal of Macromarketing,2024-03-01,10.1177/02761467231179880,2,HSE University,Article,"© The Author(s) 2024.The authors introduce meta-analysis as a compelling tool for macromarketing research in an increasingly complex and data-driven world, and share an example of its application. They synthesize and generalize empirical findings on the relationships between marketing systems (MS) and quality-of-life (QOL), two concepts integral to macromarketing. Results indicate dimensions of MS are positively associated with QOL, suggesting that marketing systems enhance consumer well-being across contexts and metrics. The promotion dimension of MS has the highest correlation with QOL; the strongest positive MS-QOL relationship was estimated for personal health. Measurement, cultural, and socioeconomic factors that affect the strength of MS-QOL relationships also were assessed. Results suggest the association between MS and QOL is stronger in studies based on primary/subjective measures of QOL constructs, in samples drawn from developed economies, and in more indulgent, uncertainty-tolerant, and long-term-oriented cultures. Implications for theory, policy, practice, and opportunities for further research are discussed."
85186404662,Smart Marketing Investments: A Framework for AI-Based Financial Decision Support,Singh M.,International Journal of Intelligent Systems and Applications in Engineering,2024-02-23,,0,Al Tareeqah Management Studies,Article,
85184697236,Leveraging Deep Learning for Customer Segmentation: Patterns and Preferences Unveiled,Kumar C.N.,International Journal of Intelligent Systems and Applications in Engineering,2024-02-02,,0,"Prin. L. N. Welingkar Institute of Management Development &amp; Research, Mumbai",Article,
85182625098,AI and data-driven media analysis of TV content for optimised digital content marketing,Nixon L.,Multimedia Systems,2024-02-01,10.1007/s00530-023-01195-7,0,MODUL Technology GmbH,Article,"© 2024, The Author(s).To optimise digital content marketing for broadcasters, the Horizon 2020 funded ReTV project developed an end-to-end process termed “Trans-Vector Publishing” and made it accessible through a Web-based tool termed “Content Wizard”. This paper presents this tool with a focus on each of the innovations in data and AI-driven media analysis to address each key step in the digital content marketing workflow: topic selection, content search and video summarisation. First, we use predictive analytics over online data to identify topics the target audience will give the most attention to at a future time. Second, we use neural networks and embeddings to find the video asset closest in content to the identified topic. Third, we use a GAN to create an optimally summarised form of that video for publication, e.g. on social networks. The result is a new and innovative digital content marketing workflow which meets the needs of media organisations in this age of interactive online media where content is transient, malleable and ubiquitous."
85177172560,Designing an AI purchasing requisition bundling generator,Spreitzenbarth J.M.,Computers in Industry,2024-02-01,10.1016/j.compind.2023.104043,1,Universität Mannheim,Article,"© 2023 Elsevier B.V.Following the design science methodology, a recommender system has been created with the research objective of finding a novel approach to the bundling problem in order to generate data-driven insights identifying cost potentials across an organization. In this study, a concept that has been implemented in business-to-business marketing at IBM is taken over to procurement in the automotive industry to provide decision support. Thereby, this work builds on information processing theory to utilize artificial intelligence technologies, i.e., natural language processing and supervised learning to augment the skills of buyers, whereby design principles were derived for information technology providers and procurement organizations in private and public settings worldwide. As a key finding, overall, Mini Batch K-means was the most performative model among the selected clustering algorithms. Furthermore, through actively making use of purchasing requisition data typically available in enterprise resource planning systems, the bundling generator artifact can lead to significant improvements in strategic planning and commodity management resulting in better utilization of buyer's capacities, tender designs, and thus procurement's value contribution in the transformation toward industry 4.0. The empirical study contributes to the literature on bundling and spend analysis, which has predominantly relied on historical data. By incorporating requisition data, which poses inherent challenges of precision and information-richness, this work expands this traditional approach with a forward-looking perspective."
